datetime,region,respiratory_illness_cases,hospital_admissions
2022-10-15 15:00:00,Dubai,59,15
2022-06-03 01:00:00,Ajman,69,13
2021-06-08 01:00:00,Fujairah,61,39
2023-05-29 21:00:00,Fujairah,38,23
2023-02-23 23:00:00,Dubai,39,17
2020-08-14 16:00:00,Dubai,49,4
2021-10-30 04:00:00,Fujairah,53,36
2021-02-23 09:00:00,Sharjah,51,2
2020-12-10 22:00:00,Dubai,47,20
2021-06-13 00:00:00,Ajman,16,43
2020-04-25 17:00:00,Abu Dhabi,48,38
2022-03-16 13:00:00,Fujairah,15,38
2020-01-22 08:00:00,Abu Dhabi,0,28
2020-05-26 18:00:00,Fujairah,79,12
2020-03-10 11:00:00,Sharjah,35,0
2020-01-01 13:00:00,Fujairah,33,28
2020-01-09 22:00:00,Abu Dhabi,92,23
2023-06-02 05:00:00,Sharjah,10,23
2020-12-02 04:00:00,Dubai,64,45
2022-01-16 20:00:00,Fujairah,80,43
2021-03-31 07:00:00,Fujairah,56,2
2020-06-09 02:00:00,Dubai,99,32
2023-01-22 12:00:00,Dubai,2,41
2020-04-14 19:00:00,Sharjah,43,31
2020-10-13 11:00:00,Dubai,57,37
2020-06-19 13:00:00,Dubai,93,10
2020-07-30 04:00:00,Ajman,21,49
2022-07-15 22:00:00,Fujairah,50,10
2021-08-01 23:00:00,Sharjah,73,47
2022-09-08 11:00:00,Abu Dhabi,27,28
2022-11-12 19:00:00,Sharjah,19,31
2023-03-07 18:00:00,Fujairah,54,45
2022-03-15 03:00:00,Abu Dhabi,62,44
2022-01-20 19:00:00,Abu Dhabi,48,27
2020-05-27 03:00:00,Abu Dhabi,80,16
2022-04-23 14:00:00,Fujairah,26,26
2021-01-24 09:00:00,Fujairah,87,9
2021-02-16 22:00:00,Sharjah,52,21
2021-08-26 19:00:00,Abu Dhabi,17,40
2021-11-18 03:00:00,Ajman,69,23
2020-03-22 21:00:00,Fujairah,7,15
2022-05-22 19:00:00,Sharjah,95,38
2022-07-20 06:00:00,Dubai,66,49
2023-01-18 23:00:00,Abu Dhabi,95,40
2022-12-02 09:00:00,Dubai,71,33
2021-06-09 15:00:00,Ajman,98,40
2021-06-28 21:00:00,Fujairah,15,7
2022-12-08 21:00:00,Sharjah,80,47
2021-03-13 22:00:00,Dubai,46,22
2021-07-26 09:00:00,Abu Dhabi,37,34
2022-10-23 17:00:00,Ajman,63,40
2021-02-01 10:00:00,Fujairah,25,40
2021-10-09 12:00:00,Sharjah,52,49
2021-04-23 14:00:00,Ajman,1,9
2023-04-18 11:00:00,Abu Dhabi,1,43
2022-02-01 03:00:00,Sharjah,75,9
2022-04-04 03:00:00,Abu Dhabi,41,6
2020-10-24 08:00:00,Abu Dhabi,13,37
2020-05-04 23:00:00,Fujairah,2,19
2020-06-23 05:00:00,Sharjah,15,14
2022-08-10 12:00:00,Dubai,6,34
2020-06-11 21:00:00,Abu Dhabi,94,2
2023-05-05 15:00:00,Fujairah,98,5
2023-04-25 04:00:00,Sharjah,12,5
2022-03-09 21:00:00,Sharjah,24,33
2022-07-30 09:00:00,Dubai,8,20
2021-06-27 05:00:00,Ajman,19,6
2021-10-01 13:00:00,Fujairah,94,0
2022-02-11 02:00:00,Dubai,80,7
2020-07-29 21:00:00,Abu Dhabi,7,21
2022-07-07 09:00:00,Ajman,11,5
2021-01-02 18:00:00,Sharjah,80,28
2022-08-04 12:00:00,Ajman,90,32
2022-02-13 07:00:00,Fujairah,54,37
2023-04-23 22:00:00,Fujairah,79,19
2020-03-31 13:00:00,Dubai,63,42
2020-08-24 03:00:00,Sharjah,16,29
2023-04-29 19:00:00,Abu Dhabi,24,1
2022-10-13 19:00:00,Fujairah,63,29
2022-02-11 07:00:00,Fujairah,40,21
2021-09-28 12:00:00,Dubai,29,42
2020-06-23 01:00:00,Dubai,99,10
2021-07-23 14:00:00,Ajman,22,21
2021-03-04 18:00:00,Sharjah,1,31
2022-12-08 08:00:00,Dubai,56,35
2021-06-12 01:00:00,Ajman,11,19
2023-01-21 12:00:00,Fujairah,17,32
2020-10-08 06:00:00,Sharjah,51,16
2020-03-12 04:00:00,Fujairah,49,8
2022-12-17 00:00:00,Dubai,20,5
2021-01-07 22:00:00,Ajman,99,38
2022-05-15 16:00:00,Dubai,51,45
2021-04-10 18:00:00,Sharjah,57,4
2023-02-28 04:00:00,Dubai,83,5
2020-12-03 07:00:00,Abu Dhabi,54,44
2021-01-25 01:00:00,Fujairah,42,14
2022-08-19 07:00:00,Sharjah,93,23
2021-11-19 01:00:00,Dubai,42,45
2022-01-17 15:00:00,Ajman,81,10
2023-04-19 21:00:00,Fujairah,57,34
2022-04-13 15:00:00,Fujairah,18,16
2022-06-13 19:00:00,Abu Dhabi,25,37
2020-11-07 16:00:00,Ajman,54,11
2020-02-11 20:00:00,Abu Dhabi,14,0
2023-05-29 23:00:00,Fujairah,98,35
2023-01-15 21:00:00,Fujairah,86,14
2020-01-12 08:00:00,Sharjah,61,42
2020-07-07 20:00:00,Ajman,83,23
2020-02-16 07:00:00,Ajman,34,21
2021-09-27 02:00:00,Fujairah,85,37
2022-12-03 07:00:00,Ajman,3,49
2021-07-12 15:00:00,Ajman,69,8
2021-01-12 17:00:00,Ajman,29,6
2021-12-11 10:00:00,Ajman,22,16
2023-01-04 21:00:00,Abu Dhabi,50,11
2020-10-22 04:00:00,Ajman,5,23
2022-08-10 00:00:00,Sharjah,96,24
2020-03-22 14:00:00,Sharjah,80,48
2022-03-06 02:00:00,Abu Dhabi,34,31
2022-08-27 09:00:00,Ajman,5,19
2023-03-04 03:00:00,Ajman,76,21
2022-06-16 13:00:00,Ajman,15,18
2020-06-20 10:00:00,Sharjah,36,5
2021-05-09 12:00:00,Dubai,29,48
2021-04-20 11:00:00,Abu Dhabi,27,22
2021-01-03 05:00:00,Dubai,5,15
2020-10-04 19:00:00,Abu Dhabi,53,3
2020-10-05 19:00:00,Dubai,72,25
2021-05-03 22:00:00,Abu Dhabi,19,9
2022-02-19 21:00:00,Abu Dhabi,25,40
2020-10-02 14:00:00,Fujairah,28,19
2021-12-23 18:00:00,Dubai,21,7
2022-01-06 22:00:00,Dubai,83,23
2023-04-01 06:00:00,Sharjah,62,12
2020-03-27 20:00:00,Abu Dhabi,76,29
2022-11-28 02:00:00,Ajman,38,17
2022-07-02 13:00:00,Ajman,38,5
2021-01-30 02:00:00,Abu Dhabi,12,0
2020-03-21 11:00:00,Abu Dhabi,40,15
2021-07-19 22:00:00,Fujairah,57,3
2020-01-10 06:00:00,Dubai,50,16
2022-08-05 11:00:00,Sharjah,10,19
2021-01-14 09:00:00,Sharjah,51,2
2021-07-10 03:00:00,Dubai,78,26
2022-07-07 22:00:00,Sharjah,63,29
2023-01-05 07:00:00,Fujairah,88,23
2022-11-26 06:00:00,Abu Dhabi,94,29
2022-02-27 23:00:00,Ajman,27,15
2021-11-08 00:00:00,Abu Dhabi,96,37
2021-01-18 22:00:00,Abu Dhabi,61,30
2021-02-15 09:00:00,Abu Dhabi,33,31
2020-06-23 00:00:00,Fujairah,20,41
2020-05-15 17:00:00,Fujairah,72,34
2020-10-12 00:00:00,Sharjah,42,43
2022-05-18 07:00:00,Fujairah,40,33
2022-08-01 05:00:00,Ajman,75,29
2022-09-02 01:00:00,Dubai,75,12
2022-03-16 18:00:00,Abu Dhabi,85,21
2023-01-03 20:00:00,Ajman,5,20
2021-02-14 20:00:00,Sharjah,74,15
2020-06-24 12:00:00,Sharjah,84,47
2023-03-10 23:00:00,Sharjah,10,20
2021-12-01 21:00:00,Dubai,57,40
2022-12-06 07:00:00,Sharjah,80,21
2021-12-28 20:00:00,Sharjah,95,1
2020-11-16 22:00:00,Fujairah,25,28
2020-09-12 03:00:00,Fujairah,90,46
2023-03-19 07:00:00,Abu Dhabi,11,22
2020-03-31 01:00:00,Dubai,77,47
2020-04-01 01:00:00,Sharjah,61,42
2020-01-05 16:00:00,Abu Dhabi,85,33
2020-11-07 05:00:00,Sharjah,92,48
2020-09-12 06:00:00,Fujairah,67,45
2022-07-02 17:00:00,Fujairah,13,7
2023-05-02 21:00:00,Sharjah,18,34
2021-01-29 14:00:00,Ajman,6,27
2023-02-10 21:00:00,Ajman,18,26
2021-11-05 08:00:00,Dubai,76,40
2021-03-15 02:00:00,Abu Dhabi,0,18
2020-12-17 09:00:00,Sharjah,4,9
2020-01-23 21:00:00,Sharjah,13,37
2022-10-10 15:00:00,Fujairah,67,42
2021-07-14 21:00:00,Abu Dhabi,87,39
2021-09-16 10:00:00,Dubai,1,31
2021-10-29 12:00:00,Ajman,34,6
2020-12-09 15:00:00,Ajman,72,27
2023-01-09 13:00:00,Dubai,8,42
2020-09-06 00:00:00,Dubai,83,13
2020-04-19 06:00:00,Sharjah,46,44
2023-04-08 15:00:00,Ajman,21,26
2022-08-23 16:00:00,Dubai,37,46
2022-01-01 15:00:00,Dubai,10,35
2020-09-13 13:00:00,Fujairah,62,2
2020-10-17 18:00:00,Fujairah,99,16
2022-03-26 10:00:00,Sharjah,45,26
2021-04-24 15:00:00,Abu Dhabi,30,6
2022-03-26 09:00:00,Ajman,52,2
2023-03-18 22:00:00,Fujairah,45,46
2021-08-08 04:00:00,Sharjah,7,20
2021-02-25 12:00:00,Abu Dhabi,38,21
2022-06-25 05:00:00,Dubai,24,5
2022-04-08 01:00:00,Dubai,45,3
2020-03-31 01:00:00,Sharjah,81,49
2022-12-09 22:00:00,Fujairah,27,25
2020-12-31 05:00:00,Sharjah,98,36
2023-01-07 15:00:00,Ajman,19,26
2021-07-14 03:00:00,Fujairah,33,35
2022-11-29 20:00:00,Ajman,72,30
2021-02-09 22:00:00,Ajman,37,11
2020-10-09 18:00:00,Dubai,68,31
2020-04-02 06:00:00,Dubai,66,16
2022-04-09 17:00:00,Fujairah,98,5
2021-03-23 05:00:00,Sharjah,22,18
2020-11-12 16:00:00,Sharjah,83,30
2020-11-06 20:00:00,Dubai,4,34
2020-06-09 23:00:00,Dubai,41,14
2022-07-05 03:00:00,Sharjah,88,48
2020-10-05 05:00:00,Sharjah,37,19
2020-12-25 13:00:00,Ajman,41,16
2021-11-16 12:00:00,Ajman,71,33
2021-10-27 20:00:00,Abu Dhabi,83,44
2023-04-03 23:00:00,Abu Dhabi,75,15
2021-10-23 01:00:00,Abu Dhabi,71,44
2021-07-21 07:00:00,Sharjah,98,42
2021-10-07 19:00:00,Sharjah,1,10
2020-10-26 21:00:00,Dubai,58,6
2023-05-24 09:00:00,Fujairah,17,9
2020-02-15 18:00:00,Dubai,18,37
2022-06-21 10:00:00,Abu Dhabi,48,9
2021-12-21 13:00:00,Sharjah,89,21
2022-03-17 16:00:00,Fujairah,11,30
2020-05-05 00:00:00,Ajman,19,22
2020-06-28 12:00:00,Fujairah,33,11
2023-04-30 13:00:00,Abu Dhabi,81,22
2023-01-03 00:00:00,Abu Dhabi,69,2
2020-02-17 02:00:00,Sharjah,2,41
2021-06-10 08:00:00,Sharjah,55,8
2022-08-28 15:00:00,Abu Dhabi,99,24
2023-03-04 04:00:00,Sharjah,38,18
2021-08-20 02:00:00,Fujairah,44,17
2023-01-10 19:00:00,Ajman,49,13
2020-10-03 11:00:00,Dubai,31,34
2023-05-16 09:00:00,Dubai,21,18
2020-02-08 08:00:00,Ajman,48,21
2020-10-31 11:00:00,Dubai,68,11
2021-12-06 07:00:00,Fujairah,88,4
2021-01-30 23:00:00,Sharjah,56,36
2020-07-04 14:00:00,Fujairah,14,45
2023-01-28 16:00:00,Fujairah,8,37
2021-09-08 07:00:00,Abu Dhabi,62,7
2021-09-15 23:00:00,Dubai,1,28
2022-10-07 12:00:00,Dubai,86,46
2022-03-06 04:00:00,Sharjah,43,28
2022-07-14 23:00:00,Sharjah,86,38
2022-02-08 07:00:00,Fujairah,38,9
2022-10-25 23:00:00,Ajman,5,45
2022-07-02 08:00:00,Abu Dhabi,46,49
2022-05-28 14:00:00,Fujairah,24,0
2022-03-06 06:00:00,Fujairah,34,7
2020-08-24 04:00:00,Dubai,83,29
2020-10-28 00:00:00,Dubai,37,45
2022-04-25 00:00:00,Sharjah,91,14
2023-04-30 19:00:00,Abu Dhabi,4,6
2021-11-25 22:00:00,Ajman,89,28
2021-08-03 12:00:00,Abu Dhabi,70,18
2022-12-22 07:00:00,Ajman,8,49
2022-03-24 03:00:00,Ajman,65,25
2022-10-15 05:00:00,Fujairah,18,47
2022-01-12 18:00:00,Ajman,94,46
2023-01-27 21:00:00,Ajman,34,10
2023-03-16 20:00:00,Ajman,90,39
2022-09-24 10:00:00,Sharjah,77,46
2020-10-12 15:00:00,Fujairah,98,15
2021-06-02 08:00:00,Fujairah,15,9
2020-09-30 11:00:00,Abu Dhabi,62,19
2020-12-09 22:00:00,Fujairah,65,11
2022-06-15 02:00:00,Dubai,96,42
2022-06-26 08:00:00,Abu Dhabi,72,47
2020-07-19 20:00:00,Fujairah,54,15
2020-09-26 20:00:00,Ajman,78,32
2022-05-14 08:00:00,Dubai,43,40
2022-02-01 01:00:00,Abu Dhabi,14,41
2022-03-26 18:00:00,Abu Dhabi,2,28
2020-11-09 01:00:00,Sharjah,39,48
2020-05-28 05:00:00,Abu Dhabi,7,14
2020-08-11 09:00:00,Sharjah,50,36
2021-12-07 22:00:00,Abu Dhabi,96,11
2021-09-05 23:00:00,Ajman,36,44
2021-09-29 15:00:00,Ajman,78,46
2021-12-21 04:00:00,Abu Dhabi,58,22
2022-09-12 00:00:00,Dubai,46,22
2023-05-23 12:00:00,Dubai,35,34
2021-10-25 11:00:00,Abu Dhabi,48,47
2020-02-06 19:00:00,Dubai,85,15
2020-01-02 11:00:00,Abu Dhabi,6,26
2021-03-12 06:00:00,Sharjah,24,17
2022-02-20 01:00:00,Sharjah,83,47
2022-05-09 23:00:00,Abu Dhabi,23,18
2022-10-24 02:00:00,Abu Dhabi,80,18
2022-03-08 05:00:00,Fujairah,98,9
2021-05-03 13:00:00,Dubai,41,41
2021-09-22 04:00:00,Ajman,8,11
2022-06-01 21:00:00,Dubai,97,44
2023-05-16 18:00:00,Abu Dhabi,98,44
2022-08-09 14:00:00,Dubai,30,11
2023-05-18 13:00:00,Dubai,27,47
2021-06-18 21:00:00,Sharjah,60,19
2023-03-24 04:00:00,Sharjah,95,18
2022-12-15 05:00:00,Fujairah,62,4
2021-02-27 18:00:00,Sharjah,65,30
2022-10-14 04:00:00,Abu Dhabi,49,0
2020-12-10 10:00:00,Dubai,72,30
2022-04-25 11:00:00,Dubai,86,31
2022-10-26 11:00:00,Dubai,91,10
2021-11-19 20:00:00,Abu Dhabi,39,14
2021-07-09 20:00:00,Fujairah,13,8
2022-10-26 11:00:00,Sharjah,79,7
2020-06-16 21:00:00,Abu Dhabi,85,20
2020-08-18 10:00:00,Sharjah,89,9
2021-07-24 18:00:00,Sharjah,56,49
2020-06-13 17:00:00,Sharjah,48,41
2020-06-15 06:00:00,Abu Dhabi,95,19
2020-09-20 07:00:00,Sharjah,97,4
2020-08-25 01:00:00,Fujairah,65,23
2022-10-23 18:00:00,Ajman,99,20
2020-07-17 14:00:00,Sharjah,81,46
2023-04-30 00:00:00,Fujairah,67,49
2021-10-28 10:00:00,Abu Dhabi,93,4
2020-08-17 07:00:00,Abu Dhabi,32,15
2023-02-12 22:00:00,Sharjah,59,27
2022-04-07 09:00:00,Abu Dhabi,43,27
2020-06-28 02:00:00,Sharjah,23,3
2022-01-26 17:00:00,Sharjah,36,17
2020-02-23 05:00:00,Fujairah,27,28
2022-11-12 05:00:00,Sharjah,71,7
2021-11-22 00:00:00,Sharjah,73,43
2022-06-05 15:00:00,Abu Dhabi,8,38
2020-01-22 05:00:00,Abu Dhabi,11,12
2023-01-19 19:00:00,Fujairah,53,21
2020-09-12 03:00:00,Fujairah,98,32
2020-01-25 01:00:00,Ajman,8,43
2022-06-28 00:00:00,Dubai,29,23
2021-05-13 18:00:00,Dubai,14,27
2020-04-19 22:00:00,Ajman,68,23
2022-11-08 05:00:00,Dubai,3,35
2022-07-08 05:00:00,Sharjah,37,30
2020-05-21 14:00:00,Abu Dhabi,90,0
2022-03-19 19:00:00,Ajman,53,22
2020-11-10 18:00:00,Ajman,79,32
2022-10-02 15:00:00,Abu Dhabi,57,6
2022-03-08 00:00:00,Abu Dhabi,7,41
2020-05-03 21:00:00,Dubai,77,18
2020-01-21 09:00:00,Fujairah,48,24
2022-09-26 05:00:00,Sharjah,66,26
2022-05-02 19:00:00,Abu Dhabi,15,43
2020-05-27 21:00:00,Ajman,41,39
2022-07-24 21:00:00,Dubai,6,34
2022-02-22 13:00:00,Ajman,90,13
2021-04-09 06:00:00,Fujairah,20,17
2022-09-26 07:00:00,Dubai,33,24
2021-11-22 06:00:00,Sharjah,66,34
2022-04-24 18:00:00,Abu Dhabi,51,0
2021-05-19 09:00:00,Dubai,3,46
2021-10-06 04:00:00,Abu Dhabi,2,37
2021-09-21 12:00:00,Abu Dhabi,36,18
2022-06-21 15:00:00,Dubai,6,34
2022-12-18 06:00:00,Dubai,13,0
2021-03-20 20:00:00,Abu Dhabi,63,13
2023-04-29 18:00:00,Fujairah,93,2
2023-04-24 09:00:00,Abu Dhabi,71,46
2023-04-18 00:00:00,Dubai,35,22
2020-03-18 14:00:00,Dubai,25,39
2022-05-02 23:00:00,Ajman,38,8
2022-02-25 03:00:00,Ajman,82,24
2020-02-08 13:00:00,Fujairah,98,35
2022-03-04 16:00:00,Fujairah,10,3
2023-04-04 04:00:00,Abu Dhabi,27,4
2023-05-02 22:00:00,Ajman,76,15
2023-02-15 08:00:00,Abu Dhabi,63,38
2020-06-21 03:00:00,Ajman,62,37
2023-04-29 16:00:00,Abu Dhabi,50,3
2021-10-18 03:00:00,Sharjah,81,33
2020-04-21 19:00:00,Fujairah,47,44
2020-08-03 01:00:00,Fujairah,47,49
2020-09-19 08:00:00,Abu Dhabi,68,40
2020-08-08 04:00:00,Sharjah,65,0
2020-01-02 14:00:00,Sharjah,66,8
2020-06-24 01:00:00,Fujairah,87,12
2022-07-24 19:00:00,Fujairah,90,34
2022-10-26 13:00:00,Fujairah,96,17
2021-06-20 13:00:00,Sharjah,57,15
2022-11-30 22:00:00,Abu Dhabi,72,3
2021-10-23 10:00:00,Ajman,60,28
2021-11-04 04:00:00,Ajman,89,41
2023-01-31 08:00:00,Fujairah,47,26
2021-12-01 02:00:00,Abu Dhabi,37,12
2020-03-08 13:00:00,Abu Dhabi,42,29
2020-05-09 11:00:00,Dubai,29,25
2021-04-26 12:00:00,Abu Dhabi,17,10
2021-04-17 11:00:00,Abu Dhabi,89,13
2021-03-11 10:00:00,Ajman,12,0
2022-06-04 13:00:00,Abu Dhabi,77,12
2022-06-02 06:00:00,Fujairah,6,5
2020-12-09 05:00:00,Abu Dhabi,14,13
2020-08-28 08:00:00,Dubai,0,34
2023-03-12 01:00:00,Sharjah,75,36
2020-03-14 22:00:00,Fujairah,85,32
2020-06-18 04:00:00,Ajman,31,1
2020-04-20 00:00:00,Abu Dhabi,25,30
2022-08-27 20:00:00,Abu Dhabi,80,44
2021-07-28 17:00:00,Ajman,26,28
2023-04-07 18:00:00,Dubai,66,27
2020-10-30 21:00:00,Ajman,25,6
2020-09-18 11:00:00,Abu Dhabi,5,16
2022-11-27 22:00:00,Dubai,61,25
2022-07-03 16:00:00,Dubai,76,16
2023-01-07 07:00:00,Fujairah,10,46
2021-05-24 00:00:00,Abu Dhabi,0,40
2022-01-08 15:00:00,Fujairah,28,49
2020-07-26 21:00:00,Ajman,53,37
2022-01-11 19:00:00,Abu Dhabi,0,40
2020-05-13 03:00:00,Sharjah,88,28
2021-02-27 05:00:00,Fujairah,21,9
2020-05-27 01:00:00,Sharjah,85,5
2023-05-04 18:00:00,Ajman,8,48
2021-03-07 18:00:00,Sharjah,12,35
2022-09-24 14:00:00,Dubai,39,45
2020-08-22 17:00:00,Ajman,87,45
2021-03-31 04:00:00,Dubai,11,3
2023-02-05 03:00:00,Ajman,24,28
2020-04-07 23:00:00,Sharjah,70,7
2022-08-27 21:00:00,Dubai,50,30
2021-05-16 09:00:00,Ajman,14,17
2021-03-25 17:00:00,Ajman,14,36
2021-04-11 10:00:00,Dubai,34,33
2021-03-10 04:00:00,Sharjah,96,10
2023-01-27 14:00:00,Sharjah,56,0
2020-01-16 10:00:00,Fujairah,99,8
2023-01-31 03:00:00,Abu Dhabi,28,45
2023-05-20 08:00:00,Ajman,81,15
2020-02-12 12:00:00,Fujairah,79,8
2022-06-12 15:00:00,Fujairah,0,42
2021-01-08 14:00:00,Dubai,51,48
2020-01-24 12:00:00,Sharjah,62,19
2020-04-02 06:00:00,Sharjah,8,30
2020-12-24 19:00:00,Dubai,76,7
2020-07-10 04:00:00,Dubai,88,3
2021-08-28 20:00:00,Abu Dhabi,31,0
2020-04-09 12:00:00,Dubai,72,11
2022-07-26 06:00:00,Abu Dhabi,26,37
2022-01-19 00:00:00,Ajman,40,26
2022-08-07 05:00:00,Fujairah,21,11
2023-04-10 22:00:00,Sharjah,88,44
2022-09-28 01:00:00,Sharjah,25,29
2023-01-25 20:00:00,Dubai,34,38
2020-06-27 20:00:00,Ajman,82,42
2020-07-16 14:00:00,Ajman,31,19
2020-06-14 14:00:00,Ajman,88,4
2021-09-09 21:00:00,Abu Dhabi,96,9
2022-06-18 00:00:00,Fujairah,27,24
2023-01-21 17:00:00,Dubai,26,33
2022-04-06 13:00:00,Sharjah,1,34
2021-05-20 13:00:00,Fujairah,10,1
2021-11-13 05:00:00,Ajman,78,30
2021-11-03 22:00:00,Dubai,27,48
2022-06-29 16:00:00,Sharjah,90,45
2021-09-09 21:00:00,Abu Dhabi,43,43
2021-10-13 23:00:00,Abu Dhabi,35,41
2021-08-19 14:00:00,Dubai,95,43
2021-05-26 20:00:00,Ajman,87,22
2021-03-01 15:00:00,Fujairah,61,8
2021-09-13 05:00:00,Ajman,17,37
2021-06-24 03:00:00,Sharjah,46,25
2021-07-29 07:00:00,Sharjah,59,17
2022-11-26 06:00:00,Sharjah,63,0
2020-08-13 20:00:00,Abu Dhabi,38,36
2020-05-18 03:00:00,Abu Dhabi,73,28
2022-12-31 16:00:00,Abu Dhabi,8,19
2020-03-09 00:00:00,Ajman,87,30
2022-10-21 21:00:00,Fujairah,18,6
2021-12-13 08:00:00,Fujairah,33,44
2022-08-30 22:00:00,Abu Dhabi,34,25
2021-08-25 15:00:00,Fujairah,72,27
2022-07-25 12:00:00,Dubai,30,1
2023-03-20 04:00:00,Ajman,24,30
2022-11-21 05:00:00,Sharjah,98,5
2020-11-17 09:00:00,Abu Dhabi,96,7
2022-07-03 06:00:00,Ajman,61,30
2020-07-05 03:00:00,Sharjah,63,0
2023-03-25 11:00:00,Dubai,18,48
2021-07-21 19:00:00,Abu Dhabi,42,13
2023-01-20 19:00:00,Dubai,57,12
2022-01-09 09:00:00,Ajman,95,1
2021-12-24 20:00:00,Ajman,13,43
2023-03-28 08:00:00,Sharjah,86,3
2023-03-14 23:00:00,Ajman,55,49
2023-02-11 14:00:00,Sharjah,1,12
2021-10-04 09:00:00,Fujairah,14,6
2023-05-03 04:00:00,Fujairah,17,39
2020-06-26 20:00:00,Sharjah,18,39
2022-05-03 23:00:00,Fujairah,43,7
2020-03-15 21:00:00,Fujairah,15,19
2021-12-02 22:00:00,Abu Dhabi,79,47
2021-02-06 22:00:00,Dubai,51,21
2022-03-20 15:00:00,Abu Dhabi,97,29
2020-03-07 05:00:00,Ajman,41,8
2021-08-21 12:00:00,Abu Dhabi,73,34
2023-04-15 22:00:00,Ajman,66,27
2021-04-04 12:00:00,Dubai,50,5
2020-11-06 06:00:00,Abu Dhabi,96,15
2021-02-22 18:00:00,Sharjah,8,28
2020-05-12 08:00:00,Abu Dhabi,41,26
2020-05-05 13:00:00,Ajman,63,23
2023-01-28 09:00:00,Abu Dhabi,80,16
2022-03-07 04:00:00,Ajman,60,27
2022-09-03 01:00:00,Dubai,13,35
2020-12-11 01:00:00,Ajman,44,12
2021-07-10 17:00:00,Sharjah,9,48
2022-04-08 00:00:00,Fujairah,24,41
2023-03-18 01:00:00,Abu Dhabi,81,12
2020-12-20 16:00:00,Fujairah,88,30
2021-07-27 20:00:00,Sharjah,32,49
2021-05-08 20:00:00,Fujairah,29,43
2022-12-03 05:00:00,Dubai,87,47
2021-02-19 18:00:00,Abu Dhabi,39,11
2020-10-19 16:00:00,Sharjah,11,26
2023-02-28 15:00:00,Dubai,45,16
2021-03-16 05:00:00,Sharjah,59,49
2020-08-25 23:00:00,Fujairah,73,17
2022-03-23 20:00:00,Dubai,20,30
2022-02-13 18:00:00,Sharjah,15,21
2021-11-15 01:00:00,Ajman,55,31
2021-03-08 20:00:00,Abu Dhabi,88,9
2020-09-10 01:00:00,Abu Dhabi,90,19
2021-10-14 07:00:00,Abu Dhabi,11,35
2021-07-13 06:00:00,Fujairah,39,41
2022-12-11 05:00:00,Ajman,21,33
2022-11-26 18:00:00,Sharjah,55,49
2021-06-13 05:00:00,Dubai,93,0
2023-04-06 14:00:00,Sharjah,46,47
2022-08-13 05:00:00,Dubai,78,33
2020-12-09 14:00:00,Abu Dhabi,39,43
2020-06-24 22:00:00,Abu Dhabi,67,0
2020-12-10 04:00:00,Sharjah,18,9
2022-05-18 19:00:00,Ajman,77,25
2021-02-27 16:00:00,Ajman,5,25
2020-05-07 19:00:00,Fujairah,67,36
2021-01-23 06:00:00,Abu Dhabi,59,48
2021-08-28 22:00:00,Abu Dhabi,47,1
2020-08-01 13:00:00,Dubai,5,16
2020-11-04 09:00:00,Sharjah,89,3
2020-05-27 12:00:00,Dubai,28,31
2020-01-23 05:00:00,Fujairah,21,44
2022-06-12 13:00:00,Abu Dhabi,99,16
2022-04-21 13:00:00,Abu Dhabi,31,3
2021-06-22 10:00:00,Sharjah,21,35
2022-12-29 04:00:00,Fujairah,2,35
2021-06-17 22:00:00,Dubai,80,17
2022-10-11 01:00:00,Abu Dhabi,42,35
2023-04-26 03:00:00,Fujairah,37,47
2023-05-30 05:00:00,Fujairah,45,23
2022-01-02 11:00:00,Ajman,98,0
2020-12-29 15:00:00,Sharjah,4,47
2021-06-29 12:00:00,Sharjah,60,14
2020-12-05 21:00:00,Ajman,82,40
2021-07-21 00:00:00,Ajman,82,21
2020-04-27 08:00:00,Dubai,25,47
2021-02-28 19:00:00,Ajman,25,46
2020-03-03 06:00:00,Sharjah,4,23
2021-02-02 12:00:00,Abu Dhabi,39,25
2023-04-11 06:00:00,Ajman,23,20
2022-07-17 16:00:00,Abu Dhabi,49,49
2021-03-13 15:00:00,Ajman,74,1
2022-05-23 18:00:00,Sharjah,69,40
2021-05-18 04:00:00,Sharjah,28,38
2021-09-20 08:00:00,Ajman,30,24
2020-09-25 13:00:00,Ajman,37,32
2022-11-11 16:00:00,Sharjah,74,16
2021-07-10 06:00:00,Sharjah,65,8
2020-06-14 07:00:00,Ajman,21,45
2021-02-13 22:00:00,Sharjah,73,37
2023-05-15 11:00:00,Fujairah,65,11
2021-06-27 19:00:00,Ajman,78,12
2022-12-05 05:00:00,Dubai,59,19
2023-02-17 18:00:00,Fujairah,43,17
2021-04-28 23:00:00,Sharjah,89,2
2022-11-06 19:00:00,Dubai,27,11
2021-09-04 05:00:00,Fujairah,82,6
2021-10-23 20:00:00,Sharjah,23,15
2021-07-16 16:00:00,Fujairah,99,29
2023-05-15 10:00:00,Abu Dhabi,48,43
2023-05-01 01:00:00,Dubai,87,45
2022-05-21 15:00:00,Ajman,95,46
2021-09-26 10:00:00,Ajman,7,35
2021-08-25 11:00:00,Sharjah,95,13
2020-01-23 18:00:00,Ajman,79,47
2021-11-30 23:00:00,Abu Dhabi,15,2
2021-12-09 04:00:00,Abu Dhabi,79,49
2023-05-11 22:00:00,Abu Dhabi,6,40
2020-08-03 16:00:00,Abu Dhabi,78,35
